Week,Contestant,Min Vote,Max Vote,Range,Certainty
2,Charo,0.035402841455982006,0.9523601894303988,0.9169573479744167,0.08304265202558325
2,Mr. T,0.045946947232534334,1.0,0.9540530527674657,0.04594694723253434
2,Heather Morris,0.022402202920456166,0.952800275365057,0.9303980724446008,0.06960192755539918
2,Nancy Kerrigan,0.028646356092320163,0.9540923365846172,0.9254459804922971,0.0745540195077029
2,Bonner Bolton,0.03196522687322312,0.9553275378122039,0.9233623109389808,0.0766376890610192
2,Simone Biles,0.028556509322737858,0.9547594182204562,0.9262029088977183,0.07379709110228172
2,David Ross,0.039060123566827656,0.9565100205944712,0.9174498970276436,0.08255010297235643
2,Rashad Jennings,0.01890027809605932,0.9563000926986864,0.9373998146026271,0.06260018539737289
2,Chris Kattan,0.0,0.04398960240888812,0.04398960240888812,0.9560103975911118
2,Erika Jayne,0.028574819228835216,0.9525977108389849,0.9240228916101497,0.07597710838985028
2,Normani,0.01918514223017137,0.9563950474100571,0.9372099051798857,0.06279009482011433
2,Nick Viall,0.038156674895665876,0.9542396305439629,0.916082955648297,0.083917044351703
3,Charo,0.0,0.04764502959958952,0.04764502959958952,0.9523549704004105
3,Mr. T,0.04964598914696576,1.0,0.9503540108530343,0.04964598914696572
3,Heather Morris,0.02140756872206616,1.0,0.9785924312779338,0.021407568722066173
3,Nancy Kerrigan,0.02338484122745567,1.0,0.9766151587725443,0.023384841227455655
3,Bonner Bolton,0.05525520674161126,1.0,0.9447447932583888,0.05525520674161122
3,Simone Biles,0.03122869376388622,1.0,0.9687713062361137,0.03122869376388626
3,David Ross,0.03646224904381562,1.0,0.9635377509561844,0.036462249043815564
3,Rashad Jennings,0.041359800145784525,1.0,0.9586401998542154,0.04135980014578455
3,Erika Jayne,0.04345682097667608,1.0,0.9565431790233239,0.043456820976676136
3,Normani,0.027272813350420616,1.0,0.9727271866495794,0.027272813350420644
3,Nick Viall,0.044661468561127744,1.0,0.9553385314388723,0.04466146856112774
4,Mr. T,0.0,0.05626334731424988,0.05626334731424988,0.9437366526857501
4,Heather Morris,0.03713823027440011,1.0,0.9628617697255999,0.03713823027440011
4,Nancy Kerrigan,0.04559853201698552,1.0,0.9544014679830145,0.045598532016985494
4,Bonner Bolton,0.05243924854110106,1.0,0.947560751458899,0.05243924854110105
4,Simone Biles,0.038374743679177176,1.0,0.9616252563208229,0.03837474367917715
4,David Ross,0.05719129189667593,1.0,0.9428087081033241,0.05719129189667593
4,Rashad Jennings,0.035842647265136376,1.0,0.9641573527348636,0.03584264726513642
4,Erika Jayne,0.05200529988415648,1.0,0.9479947001158435,0.052005299884156475
4,Normani,0.05109426413270826,1.0,0.9489057358672918,0.051094264132708234
4,Nick Viall,0.057385109944458314,1.0,0.9426148900555417,0.057385109944458335
5,Heather Morris,0.0542307450300948,0.8595701314758991,0.8053393864458043,0.19466061355419573
5,Nancy Kerrigan,0.05063793367816622,0.8651913801034499,0.8145534464252836,0.1854465535747164
5,Bonner Bolton,0.07073914089796945,0.8676847852244923,0.7969456443265228,0.20305435567347718
5,Simone Biles,0.0478046830416505,0.867926756140619,0.8201220730989685,0.17987792690103155
5,David Ross,0.07956044252967955,0.8716983025080944,0.7921378599784149,0.2078621400215851
5,Rashad Jennings,0.06607453715155423,0.8698223611454663,0.8037478239939121,0.1962521760060879
5,Erika Jayne,0.0,0.05967013331677996,0.05967013331677996,0.94032986668322
5,Normani,0.04584869194725878,0.8729243459736293,0.8270756540263705,0.1729243459736295
5,Nick Viall,0.05951519724638648,0.8662314174308325,0.8067162201844461,0.1932837798155539
6,Heather Morris,0.0,0.07255880056306187,0.07255880056306187,0.9274411994369381
6,Nancy Kerrigan,0.0880543520481476,0.3725153487455333,0.2844609966973857,0.7155390033026143
6,Bonner Bolton,0.09724993595563805,0.3907666068919288,0.29351667093629075,0.7064833290637093
6,Simone Biles,0.09008302242710747,0.3840774875986337,0.2939944651715262,0.7060055348284737
6,David Ross,0.1043265232384508,0.4123516404106393,0.3080251171721885,0.6919748828278115
6,Rashad Jennings,0.0899920206070996,0.40499069070828286,0.31499867010118326,0.6850013298988167
6,Normani,0.08539683757807477,0.408686884190277,0.32329004661220223,0.6767099533877978
6,Nick Viall,0.10289881715361938,0.598741544967504,0.4958427278138846,0.5041572721861154
7,Nancy Kerrigan,0.11055792089431875,0.19950212880488688,0.08894420791056813,0.9110557920894319
7,Bonner Bolton,0.13200019296819346,0.8264000385936386,0.6943998456254452,0.3056001543745548
