Week,Contestant,Min Vote,Max Vote,Range,Certainty
1,Ashley Hamiliton,0.0,0.03114759522855129,0.03114759522855129,0.9688524047714487
1,Debi Mazar,0.026160008486353248,1.0,0.9738399915136468,0.026160008486353248
1,Melissa Joan Hart,0.022654537682259925,1.0,0.9773454623177401,0.02265453768225989
1,Mark Dacascos,0.01270110909409207,1.0,0.9872988909059079,0.012701109094092056
1,Chuck Liddell,0.024577440566961498,1.0,0.9754225594330385,0.02457744056696154
1,Natalie Coughlin,0.01378705285916304,1.0,0.986212947140837,0.01378705285916304
1,Louie Vito,0.01647446658308467,1.0,0.9835255334169153,0.016474466583084713
1,Michael Irvin,0.03264852269983149,1.0,0.9673514773001685,0.03264852269983154
1,Joanna Krupa,0.0,1.0,1.0,0.0
1,Kathy Ireland,0.029998087980291768,1.0,0.9700019120197082,0.0299980879802918
1,Tom DeLay,0.030033248856423687,1.0,0.9699667511435763,0.030033248856423667
1,Macy Gray,0.031147686869916095,1.0,0.9688523131300839,0.03114768686991609
1,Aaron Carter,0.0036894308992628105,1.0,0.9963105691007372,0.003689430899262769
1,Mya,0.007612813110321151,1.0,0.9923871868896789,0.007612813110321137
1,Donny Osmond,0.008779441207335675,1.0,0.9912205587926644,0.008779441207335648
1,Kelly Osbourne,0.008745091209186678,1.0,0.9912549087908133,0.00874509120918665
1,Ashley Hamiliton,0.03114759522855129,0.03114759522855129,0.0,1.0
1,Debi Mazar,0.04756365179336954,0.04756365179336954,0.0,1.0
1,Melissa Joan Hart,0.06472725052074264,0.06472725052074264,0.0,1.0
1,Mark Dacascos,0.0846740606272805,0.0846740606272805,0.0,1.0
1,Chuck Liddell,0.049154881133922995,0.049154881133922995,0.0,1.0
1,Natalie Coughlin,0.055148211436652154,0.055148211436652154,0.0,1.0
1,Louie Vito,0.0658978663323387,0.0658978663323387,0.0,1.0
1,Michael Irvin,0.0725522726662922,0.0725522726662922,0.0,1.0
1,Joanna Krupa,0.07536413172514658,0.07536413172514658,0.0,1.0
1,Kathy Ireland,0.04285441140041681,0.04285441140041681,0.0,1.0
1,Tom DeLay,0.05460590701167943,0.05460590701167943,0.0,1.0
1,Macy Gray,0.031147686869916095,0.031147686869916095,0.0,1.0
1,Aaron Carter,0.07378861798525616,0.07378861798525616,0.0,1.0
1,Mya,0.07612813110321151,0.07612813110321151,0.0,1.0
1,Donny Osmond,0.08779441207335667,0.08779441207335667,0.0,1.0
1,Kelly Osbourne,0.08745091209186688,0.08745091209186688,0.0,1.0
2,Debi Mazar,0.03910793352356213,1.0,0.9608920664764379,0.03910793352356212
2,Melissa Joan Hart,0.04489526380079777,1.0,0.9551047361992022,0.04489526380079778
2,Mark Dacascos,0.04006105611869193,1.0,0.9599389438813081,0.04006105611869193
2,Chuck Liddell,0.045120806746684644,1.0,0.9548791932533154,0.045120806746684616
2,Natalie Coughlin,0.03814130518205033,1.0,0.9618586948179497,0.03814130518205028
2,Louie Vito,0.04489503740516239,1.0,0.9551049625948376,0.04489503740516243
2,Michael Irvin,0.044203887027742035,1.0,0.955796112972258,0.04420388702774203
2,Joanna Krupa,0.041979753588387916,1.0,0.9580202464116121,0.0419797535883879
2,Kathy Ireland,0.0,0.046484672533938724,0.046484672533938724,0.9535153274660613
2,Tom DeLay,0.04738532389842952,1.0,0.9526146761015705,0.04738532389842953
2,Aaron Carter,0.01993026700863921,1.0,0.9800697329913608,0.019930267008639202
2,Mya,0.020685429521569793,1.0,0.9793145704784302,0.02068542952156982
2,Donny Osmond,0.028367822210063315,1.0,0.9716321777899367,0.028367822210063287
2,Kelly Osbourne,0.049221871687159184,1.0,0.9507781283128408,0.04922187168715919
3,Debi Mazar,0.05364543343025238,0.05364543343025238,0.0,1.0
3,Melissa Joan Hart,0.07323026271442414,0.07323026271442414,0.0,1.0
3,Mark Dacascos,0.09228000322136849,0.09228000322136849,0.0,1.0
3,Chuck Liddell,0.05544012716049335,0.05544012716049335,0.0,1.0
3,Natalie Coughlin,0.064599394753609,0.064599394753609,0.0,1.0
3,Louie Vito,0.07378311202942818,0.07378311202942818,0.0,1.0
3,Michael Irvin,0.08144975658738113,0.08144975658738113,0.0,1.0
3,Joanna Krupa,0.08277254662347841,0.08277254662347841,0.0,1.0
3,Tom DeLay,0.06139762713278132,0.06139762713278132,0.0,1.0
3,Aaron Carter,0.08079139896054997,0.08079139896054997,0.0,1.0
3,Mya,0.08772592487396619,0.08772592487396619,0.0,1.0
3,Donny Osmond,0.09728231466221013,0.09728231466221013,0.0,1.0
3,Kelly Osbourne,0.09560209785005727,0.09560209785005727,0.0,1.0
3,Debi Mazar,0.0,0.05364543343025238,0.05364543343025238,0.9463545665697476
3,Melissa Joan Hart,0.047599670764375684,0.07323026271442414,0.02563059195004845,0.9743694080499515
3,Mark Dacascos,0.0553680019328211,0.09228000322136849,0.036912001288547394,0.9630879987114526
3,Chuck Liddell,0.05544012716049335,0.05544012716049335,0.0,1.0
3,Natalie Coughlin,0.022609788163763155,0.064599394753609,0.041989606589845845,0.9580103934101541
3,Louie Vito,0.04426986721765691,0.07378311202942818,0.02951324481177127,0.9704867551882287
3,Michael Irvin,0.06923229309927395,0.08144975658738113,0.012217463488107178,0.9877825365118929
3,Joanna Krupa,0.037247645980565285,0.08277254662347841,0.045524900642913126,0.9544750993570869
3,Tom DeLay,0.06139762713278132,0.5776289322097515,0.5162313050769702,0.48376869492302976
3,Aaron Carter,0.04443526942830249,0.08079139896054997,0.03635612953224748,0.9636438704677526
3,Mya,0.021931481218491547,0.08772592487396619,0.06579444365547464,0.9342055563445254
3,Donny Osmond,0.04377704159799455,0.09728231466221013,0.053505273064215576,0.9464947269357844
3,Kelly Osbourne,0.047801048925028636,0.09560209785005727,0.047801048925028636,0.9521989510749713
4,Melissa Joan Hart,0.021827323037748647,0.7718273230377486,0.75,0.25
4,Mark Dacascos,0.047758157427305936,0.7765323096818366,0.7287741522545307,0.2712258477454693
4,Chuck Liddell,0.0,0.06195281877131645,0.06195281877131645,0.9380471812286836
4,Natalie Coughlin,0.03548795969257924,0.7677439798462896,0.7322560201537104,0.2677439798462896
4,Louie Vito,0.06802291126935088,0.8620040431651795,0.7939811318958286,0.20601886810417136
4,Michael Irvin,0.06931732196344825,0.7731057739878161,0.7037884520243678,0.2962115479756322
4,Joanna Krupa,0.03303286971971105,0.7735949069426508,0.7405620372229397,0.2594379627770603
4,Aaron Carter,0.06176999789101323,0.7720607135325047,0.7102907156414915,0.2897092843585085
4,Mya,0.024620071198286506,0.7746200711982866,0.7500000000000001,0.2499999999999999
4,Donny Osmond,0.038844304668268506,0.7777459319059061,0.7389016272376376,0.26109837276236236
4,Kelly Osbourne,0.04363847450479877,0.7772740465654993,0.7336355720607005,0.2663644279392995
5,Melissa Joan Hart,0.07530110608173723,0.8177179073133499,0.7424168012316127,0.2575831987683873
5,Mark Dacascos,0.06317716598156459,0.8229735149023871,0.7597963489208226,0.2402036510791774
5,Natalie Coughlin,0.0,0.07362023005492822,0.07362023005492822,0.9263797699450718
5,Louie Vito,0.07477493032253929,0.8175941012523622,0.7428191709298229,0.25718082907017714
5,Michael Irvin,0.0807101496789478,1.0,0.9192898503210523,0.08071014967894774
5,Joanna Krupa,0.06849282447532781,0.8195693784215222,0.7510765539461944,0.24892344605380556
5,Aaron Carter,0.0678673701526208,0.8193906771864631,0.7515233070338423,0.2484766929661577
5,Mya,0.06165880487059251,0.8205529349568642,0.7588941300862717,0.2411058699137283
5,Donny Osmond,0.05440765446360661,0.824181179761603,0.7697735252979964,0.23022647470200364
5,Kelly Osbourne,0.06935616832417721,0.8231187227747258,0.7537625544505485,0.24623744554945148
6,Melissa Joan Hart,0.09399912991298222,0.09399912991298222,0.0,1.0
6,Mark Dacascos,0.12485936159133489,0.12485936159133489,0.0,1.0
6,Louie Vito,0.09399870895756246,0.09399870895756246,0.0,1.0
6,Michael Irvin,0.107340288308395,0.107340288308395,0.0,1.0
6,Joanna Krupa,0.11032208842906299,0.11032208842906299,0.0,1.0
6,Aaron Carter,0.10747906469570988,0.10747906469570988,0.0,1.0
6,Mya,0.1115515977147103,0.1115515977147103,0.0,1.0
6,Donny Osmond,0.1279646539961635,0.1279646539961635,0.0,1.0
6,Kelly Osbourne,0.12248510639407867,0.12248510639407867,0.0,1.0
6,Melissa Joan Hart,0.09399912991298222,0.45639947794778934,0.36240034803480714,0.6375996519651929
6,Mark Dacascos,0.07491561695480092,0.16861639351176813,0.09370077655696721,0.9062992234430328
6,Louie Vito,0.0,0.09399870895756246,0.09399870895756246,0.9060012910424375
6,Michael Irvin,0.107340288308395,0.15197327389297524,0.044632985584580245,0.9553670144154197
6,Joanna Krupa,0.055161044214531496,0.15480598400760984,0.09964493979307834,0.9003550602069217
