Week,Contestant,Min Vote,Max Vote,Range,Certainty
1,Harry Hamlin,0.021870981049029965,1.0,0.97812901895097,0.02187098104902996
1,Vivica A. Fox,0.0,1.0,1.0,0.0
1,Monique Coleman,0.01441001169638699,1.0,0.985589988303613,0.014410011696387004
1,Joey Lawrence,0.005462097617598777,1.0,0.9945379023824013,0.005462097617598749
1,Mario Lopez,0.0,1.0,1.0,0.0
1,Emmitt Smith,0.0,1.0,1.0,0.0
1,Shanna Moakler,0.013117461617178569,1.0,0.9868825383828215,0.013117461617178527
1,Willa Ford,0.0,1.0,1.0,0.0
1,Sara Evans,0.03330823668041573,1.0,0.9666917633195843,0.033308236680415715
1,Jerry Springer,0.0270315641546562,1.0,0.9729684358453438,0.02703156415465624
1,Tucker Carlson,0.0,0.039945983850495054,0.039945983850495054,0.9600540161495049
2,Harry Hamlin,0.0553936401169557,0.8158267543191302,0.7604331142021745,0.23956688579782548
2,Vivica A. Fox,0.04081391779396953,0.8136046392646565,0.7727907214706871,0.22720927852931294
2,Monique Coleman,0.039141578467698585,0.8223666162672564,0.7832250377995578,0.21677496220044223
2,Joey Lawrence,0.025933206040907708,0.8259332060409077,0.8,0.19999999999999996
2,Mario Lopez,0.05875667000981722,0.8235026680039269,0.7647459979941097,0.2352540020058903
2,Emmitt Smith,0.04526427928762432,0.8258653024500711,0.7806010231624467,0.21939897683755327
2,Shanna Moakler,0.0,0.04732356691504345,0.04732356691504345,0.9526764330849565
2,Willa Ford,0.04655956082804686,0.8186238243312187,0.7720642635031718,0.2279357364968282
2,Sara Evans,0.05464408239513007,0.821857632958052,0.767213550562922,0.23278644943707805
2,Jerry Springer,0.06886392894531558,0.8672159822363289,0.7983520532910133,0.20164794670898667
3,Harry Hamlin,0.0,0.08575552280773949,0.08575552280773949,0.9142444771922605
3,Vivica A. Fox,0.06652463426649055,0.5852189240234362,0.5186942897569456,0.48130571024305435
3,Monique Coleman,0.06728166015747238,0.6050486310379319,0.5377669708804595,0.46223302911954045
3,Joey Lawrence,0.09184281144168709,0.6016615814359489,0.5098187699942619,0.4901812300057381
3,Mario Lopez,0.09550996092186673,0.60730597655312,0.5117960156312533,0.4882039843687467
3,Emmitt Smith,0.10778635071726841,0.8679643917862114,0.760178041068943,0.23982195893105696
3,Willa Ford,0.09114228101209124,0.5931726594267801,0.5020303784146889,0.4979696215853111
3,Sara Evans,0.07708625243656993,0.6078146893274274,0.5307284368908575,0.46927156310914253
3,Jerry Springer,0.09549062928873064,0.6072943775732383,0.5118037482845077,0.4881962517154923
4,Vivica A. Fox,0.0,0.07501363321620762,0.07501363321620762,0.9249863667837924
4,Monique Coleman,0.0820745821334611,0.5586247015239008,0.4765501193904397,0.5234498806095603
4,Joey Lawrence,0.0679730203952093,0.5679730203952094,0.5,0.5
4,Mario Lopez,0.06344561231910271,0.5793070153988784,0.5158614030797757,0.4841385969202243
4,Emmitt Smith,0.08557008855309296,0.5713084071275775,0.4857383185744845,0.5142616814255154
4,Willa Ford,0.0640828424830793,0.558257129530072,0.49417428704699273,0.5058257129530073
4,Sara Evans,0.09988581470857288,0.8235025446373113,0.7236167299287384,0.2763832700712616
4,Jerry Springer,0.09557316695217206,0.56826654782298,0.472693380870808,0.527306619129192
5,Monique Coleman,0.13375961257881658,1.0,0.8662403874211835,0.13375961257881652
5,Joey Lawrence,0.13617534706575513,1.0,0.8638246529342448,0.13617534706575518
5,Mario Lopez,0.15947731768733117,1.0,0.8405226823126688,0.1594773176873312
5,Emmitt Smith,0.16269907842701167,1.0,0.8373009215729883,0.1626990784270117
5,Willa Ford,0.12014558230989088,1.0,0.8798544176901091,0.12014558230989092
5,Sara Evans,0.0,0.1367201637912041,0.1367201637912041,0.8632798362087959
5,Jerry Springer,0.15102289813999054,1.0,0.8489771018600094,0.1510228981399906
5,Monique Coleman,0.13375961257881658,0.13375961257881658,0.0,1.0
5,Joey Lawrence,0.13617534706575513,0.13617534706575513,0.0,1.0
5,Mario Lopez,0.15947731768733117,0.15947731768733117,0.0,1.0
5,Emmitt Smith,0.16269907842701167,0.16269907842701167,0.0,1.0
5,Willa Ford,0.12014558230989088,0.12014558230989088,0.0,1.0
5,Sara Evans,0.1367201637912041,0.1367201637912041,0.0,1.0
5,Jerry Springer,0.15102289813999054,0.15102289813999054,0.0,1.0
7,Monique Coleman,0.1663833389193418,1.0,0.8336166610806582,0.16638333891934176
7,Joey Lawrence,0.1663001681450917,1.0,0.8336998318549083,0.16630016814509174
7,Mario Lopez,0.17140126640043857,1.0,0.8285987335995615,0.1714012664004385
7,Emmitt Smith,0.17712592914953595,1.0,0.822874070850464,0.17712592914953595
7,Jerry Springer,0.0,0.19355339216404563,0.19355339216404563,0.8064466078359543
8,Monique Coleman,0.0,0.2185317040988981,0.2185317040988981,0.7814682959011019
8,Joey Lawrence,0.22602771840466043,1.0,0.7739722815953396,0.2260277184046604
8,Mario Lopez,0.2194351206937691,1.0,0.7805648793062309,0.21943512069376914
8,Emmitt Smith,0.22886290878516327,1.0,0.7711370912148368,0.22886290878516324
9,Joey Lawrence,0.0,0.30855403425269584,0.30855403425269584,0.6914459657473042
9,Mario Lopez,0.3251524686767312,1.0,0.6748475313232688,0.3251524686767312
9,Emmitt Smith,0.33172119878320766,1.0,0.6682788012167924,0.3317211987832076
10,Mario Lopez,0.0,0.4950000049995329,0.4950000049995329,0.5049999950004671
10,Emmitt Smith,0.5049999950004671,1.0,0.4950000049995329,0.5049999950004671
