Week,Contestant,Min Vote,Max Vote,Range,Certainty
1,Jamie Lynn Spears,0.0,1.0,1.0,0.0
1,Mira Sorvino,0.0,1.0,1.0,0.0
1,Barry Williams,0.0,1.0,1.0,0.0
1,Alyson Hannigan,0.053436171035356306,1.0,0.9465638289646436,0.05343617103535636
1,Xochitl Gomez,0.0,1.0,1.0,0.0
1,Adrian Peterson,0.0,1.0,1.0,0.0
1,Matt Walsh,0.0,0.045982053262571536,0.045982053262571536,0.9540179467374285
1,Tyson Beckford,0.04713098950839336,1.0,0.9528690104916067,0.04713098950839334
1,Jason Mraz,0.0,1.0,1.0,0.0
1,Lele Pons,0.0,1.0,1.0,0.0
1,Harry Jowsey,0.05007359222806379,1.0,0.9499264077719363,0.050073592228063735
1,Mauricio Umansky,0.0,1.0,1.0,0.0
1,Charity Lawson,0.0,1.0,1.0,0.0
1,Ariana Madix,0.0,1.0,1.0,0.0
2,Jamie Lynn Spears,0.0,0.04808303088407361,0.04808303088407361,0.9519169691159264
2,Mira Sorvino,0.0,0.9528391197168813,0.9528391197168813,0.04716088028311871
2,Barry Williams,0.05607767111339499,0.9546731392594495,0.8985954681460545,0.10140453185394549
2,Alyson Hannigan,0.0,0.9563463336654723,0.9563463336654723,0.04365366633452772
2,Xochitl Gomez,0.0,0.9527355295160731,0.9527355295160731,0.0472644704839269
2,Adrian Peterson,0.051203296494492886,0.9526949103418154,0.9014916138473226,0.09850838615267743
2,Tyson Beckford,0.0,0.95265262012675,0.95265262012675,0.047347379873249995
2,Jason Mraz,0.0,0.9531692179680483,0.9531692179680483,0.04683078203195168
2,Lele Pons,0.0,0.9524585144113934,0.9524585144113934,0.0475414855886066
2,Harry Jowsey,0.052923605421189006,0.955292360542119,0.90236875512093,0.09763124487907004
2,Mauricio Umansky,0.056852559030836566,0.9528426279515417,0.8959900689207052,0.10400993107929479
2,Charity Lawson,0.0,0.9557578776896105,0.9557578776896105,0.04424212231038949
2,Ariana Madix,0.0,0.9561335972666417,0.9561335972666417,0.04386640273335829
3,Mira Sorvino,0.0,1.0,1.0,0.0
3,Barry Williams,0.0,1.0,1.0,0.0
3,Alyson Hannigan,0.0,1.0,1.0,0.0
3,Xochitl Gomez,0.0,1.0,1.0,0.0
3,Adrian Peterson,0.056549944170679545,1.0,0.9434500558293204,0.0565499441706796
3,Tyson Beckford,0.0,0.05471105243242434,0.05471105243242434,0.9452889475675756
3,Jason Mraz,0.0,1.0,1.0,0.0
3,Lele Pons,0.0,1.0,1.0,0.0
3,Harry Jowsey,0.0,1.0,1.0,0.0
