Week,Contestant,Min Vote,Max Vote,Range,Certainty
1,Gilles Marini,0.01814441852740374,1.0,0.9818555814725962,0.018144418527403783
1,Sabrina Bryan,0.02303325441526812,1.0,0.9769667455847318,0.023033254415268156
1,Kirstie Alley,0.03576300490532175,1.0,0.9642369950946783,0.035763004905321694
1,Kelly Monaco,0.025439655966290567,1.0,0.9745603440337094,0.02543965596629061
1,Apolo Anton Ohno,0.027404428661597424,1.0,0.9725955713384026,0.027404428661597424
1,Emmitt Smith,0.014814371752981198,1.0,0.9851856282470188,0.01481437175298117
1,Shawn Johnson,0.025688735543835717,1.0,0.9743112644561642,0.025688735543835772
1,Pamela Anderson,0.0,0.03808574165774179,0.03808574165774179,0.9619142583422582
1,Helio Castroneves,0.024566693860106563,1.0,0.9754333061398934,0.02456669386010657
1,Joey Fatone,0.026943332151980463,1.0,0.9730566678480196,0.026943332151980415
1,Drew Lachey,0.024216455902295826,1.0,0.9757835440977042,0.02421645590229582
1,Bristol Palin,0.0324475924766283,1.0,0.9675524075233717,0.03244759247662832
1,Melissa Rycroft,0.03067359594074412,1.0,0.9693264040592559,0.030673595940744147
2,Gilles Marini,0.03300667557336077,0.4112981117790986,0.3782914362057378,0.6217085637942622
2,Sabrina Bryan,0.031076170633411518,0.3948878020260389,0.3638116313926274,0.6361883686073726
2,Kirstie Alley,0.053301490916789096,0.4192919381918258,0.3659904472750367,0.6340095527249633
2,Kelly Monaco,0.04741781832524555,0.41849240424757694,0.3710745859223314,0.6289254140776686
2,Apolo Anton Ohno,0.03817543096180834,0.4120350753129386,0.3738596443511303,0.6261403556488697
2,Emmitt Smith,0.04546668469570897,0.41567410011602407,0.3702074154203151,0.6297925845796849
2,Shawn Johnson,0.03765970438198174,0.419939450995109,0.38227974661312725,0.6177202533868728
2,Helio Castroneves,0.040887249148011104,0.383220889932759,0.3423336407847479,0.6576663592152521
2,Joey Fatone,0.0,0.040139905952575015,0.040139905952575015,0.959860094047425
2,Drew Lachey,0.04188888944392378,0.3863037041847339,0.34441481474081015,0.6555851852591899
2,Bristol Palin,0.059968956560991854,0.9066632173956657,0.8466942608346738,0.1533057391653262
2,Melissa Rycroft,0.04274133616793484,0.4194546712728941,0.37671333510495925,0.6232866648950408
3,Gilles Marini,0.058337197720351675,0.5937528982902638,0.5354157005699121,0.46458429943008794
3,Sabrina Bryan,0.05683081187645646,0.5819673316805067,0.5251365198040503,0.4748634801959497
3,Kirstie Alley,0.06129030621638096,0.600146614177039,0.538856307960658,0.461143692039342
3,Kelly Monaco,0.055547867311198276,0.5999930805800785,0.5444452132688802,0.4555547867311198
3,Apolo Anton Ohno,0.05930607019520088,0.5944795526464006,0.5351734824511998,0.4648265175488002
3,Emmitt Smith,0.05794938241405453,0.5974131310660447,0.5394637486519901,0.4605362513480099
3,Shawn Johnson,0.05583567521303081,0.6002521076917278,0.544416432478697,0.455583567521303
3,Helio Castroneves,0.05329259835479793,0.5739816692596591,0.5206890709048612,0.47931092909513884
3,Drew Lachey,0.0,0.05798988962254083,0.05798988962254083,0.9420101103774592
3,Bristol Palin,0.06663792465209355,0.9535072591922155,0.886869334540122,0.11313066545987804
3,Melissa Rycroft,0.055947590609108394,0.6003528315481976,0.5444052409390893,0.45559475906091074
3,Gilles Marini,0.09722866286725279,0.09722866286725279,0.0,1.0
3,Sabrina Bryan,0.07103851484557057,0.07103851484557057,0.0,1.0
3,Kirstie Alley,0.11143692039341992,0.11143692039341992,0.0,1.0
3,Kelly Monaco,0.11109573462239655,0.11109573462239655,0.0,1.0
3,Apolo Anton Ohno,0.0988434503253348,0.0988434503253348,0.0,1.0
3,Emmitt Smith,0.10536251348009913,0.10536251348009913,0.0,1.0
3,Shawn Johnson,0.11167135042606162,0.11167135042606162,0.0,1.0
3,Helio Castroneves,0.05329259835479793,0.05329259835479793,0.0,1.0
3,Drew Lachey,0.05798988962254083,0.05798988962254083,0.0,1.0
3,Bristol Palin,0.070145183844309,0.070145183844309,0.0,1.0
3,Melissa Rycroft,0.11189518121821677,0.11189518121821677,0.0,1.0
4,Gilles Marini,0.06083050314568447,0.8665901372215503,0.8057596340758658,0.19424036592413418
4,Sabrina Bryan,0.07186731477094953,0.8619778857951582,0.7901105710242087,0.20988942897579133
4,Kirstie Alley,0.09302795845502673,1.0,0.9069720415449732,0.09302795845502676
4,Kelly Monaco,0.06864419577231962,0.8687211443015417,0.8000769485292221,0.19992305147077793
4,Apolo Anton Ohno,0.07754407679058842,0.8666165878836974,0.789072511093109,0.21092748890689095
4,Emmitt Smith,0.07132206424644683,0.8678305160616118,0.7965084518151649,0.20349154818483506
4,Shawn Johnson,0.06323907792558493,0.8689717233776755,0.8057326454520906,0.19426735454790944
4,Bristol Palin,0.0,0.07905723888404319,0.07905723888404319,0.9209427611159569
4,Melissa Rycroft,0.06903536872889504,0.8688278278351531,0.7997924591062581,0.20020754089374193
6,Gilles Marini,0.10081884132102076,0.6474441606216568,0.5466253193006361,0.45337468069936393
6,Sabrina Bryan,0.0,0.08751375071926124,0.08751375071926124,0.9124862492807387
6,Kirstie Alley,0.10262538565606152,0.6547335390165662,0.5521081533605047,0.44789184663949533
6,Kelly Monaco,0.10750510032342005,0.6537525501617101,0.54624744983829,0.45375255016171
6,Apolo Anton Ohno,0.0913254002861068,0.6487068801525903,0.5573814798664835,0.44261852013351655
6,Emmitt Smith,0.1090629527202672,0.6513237424565963,0.5422607897363291,0.4577392102636709
6,Shawn Johnson,0.10192756219330616,0.6543613665030965,0.5524338043097904,0.4475661956902096
6,Melissa Rycroft,0.0956764564001387,0.6546722608000792,0.5589958043999406,0.44100419560005943
8,Gilles Marini,0.13066664610325932,1.0,0.8693333538967407,0.1306666461032593
8,Kirstie Alley,0.0,0.14852769146771697,0.14852769146771697,0.8514723085322831
8,Kelly Monaco,0.14039397508240836,1.0,0.8596060249175916,0.14039397508240836
8,Apolo Anton Ohno,0.13283677634155402,1.0,0.867163223658446,0.132836776341554
8,Emmitt Smith,0.13469368074309948,1.0,0.8653063192569005,0.1346936807430995
8,Shawn Johnson,0.14115211376921713,1.0,0.8588478862307829,0.1411521137692171
8,Melissa Rycroft,0.13483958417845698,1.0,0.865160415821543,0.13483958417845698
8,Gilles Marini,0.13066664610325932,0.13066664610325932,0.0,1.0
8,Kirstie Alley,0.14852769146771697,0.14852769146771697,0.0,1.0
8,Kelly Monaco,0.147783131665693,0.147783131665693,0.0,1.0
8,Apolo Anton Ohno,0.13283677634155402,0.13283677634155402,0.0,1.0
8,Emmitt Smith,0.14178282183484156,0.14178282183484156,0.0,1.0
8,Shawn Johnson,0.14858117238864962,0.14858117238864962,0.0,1.0
8,Melissa Rycroft,0.14982176019828553,0.14982176019828553,0.0,1.0
9,Kelly Monaco,0.2045938292739994,1.0,0.7954061707260006,0.20459382927399938
9,Apolo Anton Ohno,0.18430257092208904,1.0,0.815697429077911,0.18430257092208902
9,Emmitt Smith,0.0,0.19564722442133792,0.19564722442133792,0.8043527755786621
9,Shawn Johnson,0.20804022929034716,1.0,0.7919597707096528,0.20804022929034716
9,Melissa Rycroft,0.20741614609222642,1.0,0.7925838539077736,0.20741614609222636
9,Kelly Monaco,0.2045938292739994,0.2045938292739994,0.0,1.0
9,Apolo Anton Ohno,0.18430257092208904,0.18430257092208904,0.0,1.0
9,Emmitt Smith,0.19564722442133792,0.19564722442133792,0.0,1.0
9,Shawn Johnson,0.20804022929034716,0.20804022929034716,0.0,1.0
9,Melissa Rycroft,0.20741614609222642,0.20741614609222642,0.0,1.0
10,Kelly Monaco,0.33169833490784717,0.33169833490784717,0.0,1.0
10,Shawn Johnson,0.3339254462933921,0.3339254462933921,0.0,1.0
10,Melissa Rycroft,0.3343762187987606,0.3343762187987606,0.0,1.0
10,Kelly Monaco,0.0,0.33169833490784717,0.33169833490784717,0.6683016650921528
10,Shawn Johnson,0.3339254462933921,1.0,0.666074553706608,0.33392544629339205
