Week,Contestant,Min Vote,Max Vote,Range,Certainty
2,Suzanne Somers,0.052587278259937795,0.25609309681060033,0.20350581855066252,0.7964941814493375
2,Willow Shields,0.0434173428180135,0.2631524986443833,0.21973515582636977,0.7802648441736302
2,Riker Lynch,0.04427679551774477,0.2787143031426574,0.2344375076249126,0.7655624923750874
2,Rumer Willis,0.044902046856980564,0.2798258610790766,0.23492381422209602,0.765076185777904
2,Nastia Liukin,0.03686564224234187,0.27373128448468376,0.23686564224234188,0.7631343577576581
2,Michael Sam,0.05267832218966517,0.249579597354979,0.19690127516531383,0.8030987248346861
2,Robert Herjavec,0.053949516984053716,0.286319227174486,0.2323697101904323,0.7676302898095677
2,Charlotte McKinney,0.05683229913013091,0.5299117363842795,0.4730794372541486,0.5269205627458514
2,Noah Galloway,0.059843522921994956,0.2870451242501745,0.22720160132817951,0.7727983986718205
2,Redfoo,0.0,0.04115969219114177,0.04115969219114177,0.9588403078088582
2,Patti LaBelle,0.05365543111256776,0.26132049270007746,0.2076650615875097,0.7923349384124903
2,Chris Soules,0.07300298459223116,0.28343198239112133,0.21042899779889018,0.7895710022011098
3,Suzanne Somers,0.054730623444027404,1.0,0.9452693765559725,0.05473062344402746
3,Willow Shields,0.03704073108362028,1.0,0.9629592689163797,0.03704073108362027
3,Riker Lynch,0.030817395351791413,1.0,0.9691826046482086,0.0308173953517914
3,Rumer Willis,0.03643849366783569,1.0,0.9635615063321643,0.03643849366783569
3,Nastia Liukin,0.028830325953539807,1.0,0.9711696740464602,0.028830325953539848
3,Michael Sam,0.05801401972443493,1.0,0.941985980275565,0.058014019724434984
3,Robert Herjavec,0.0450314875804709,1.0,0.9549685124195291,0.04503148758047093
3,Charlotte McKinney,0.0,0.062222729856318146,0.062222729856318146,0.9377772701436818
3,Noah Galloway,0.04546714893704651,1.0,0.9545328510629535,0.04546714893704651
3,Patti LaBelle,0.06369987113769768,1.0,0.9363001288623023,0.0636998711376977
3,Chris Soules,0.04915043913859794,1.0,0.950849560861402,0.04915043913859796
4,Suzanne Somers,0.07784032927575006,0.81556806585515,0.7377277365793999,0.26227226342060006
4,Willow Shields,0.048369360400085507,0.3615610041455634,0.3131916437454779,0.6868083562545221
4,Riker Lynch,0.06558963936756093,0.3765212459288211,0.3109316065612602,0.6890683934387398
4,Rumer Willis,0.06100620291914343,0.377644258260728,0.31663805534158457,0.6833619446584154
4,Nastia Liukin,0.056308637192277425,0.3716655382447167,0.3153569010524393,0.6846430989475607
4,Michael Sam,0.0,0.06887679881100528,0.06887679881100528,0.9311232011889947
4,Robert Herjavec,0.06609819729608976,0.3841249783768415,0.3180267810807518,0.6819732189192482
4,Noah Galloway,0.07267961724794283,0.38479288678926665,0.3121132695413238,0.6878867304586762
4,Patti LaBelle,0.0724093285225154,0.3596312117244244,0.287221883201909,0.712778116798091
4,Chris Soules,0.08135688686890945,0.38135688686890945,0.3,0.7
5,Suzanne Somers,0.0,0.0836616702725518,0.0836616702725518,0.9163383297274482
5,Willow Shields,0.0659843256021701,0.5471316611444071,0.48114733554223704,0.5188526644577629
5,Riker Lynch,0.058874236333912394,0.5588742363339123,0.4999999999999999,0.5000000000000001
5,Rumer Willis,0.05376443783415369,0.5597382642601708,0.5059738264260172,0.4940261735739828
5,Nastia Liukin,0.05507809483560923,0.5550780948356092,0.5,0.5
5,Robert Herjavec,0.10276973115664914,0.5642310819729057,0.4614613508162566,0.5385386491837434
5,Noah Galloway,0.0909351660490696,0.5649536900350497,0.4740185239859801,0.5259814760140199
5,Patti LaBelle,0.09140824974444192,0.6819928874105547,0.5905846376661128,0.4094153623338872
5,Chris Soules,0.09368701711417227,0.5624580114094482,0.4687709942952759,0.5312290057047241
6,Willow Shields,0.09252864507716238,0.9551404802820646,0.8626118352049021,0.13738816479509786
6,Riker Lynch,0.09618857183422465,0.9564125714556149,0.8602239996213902,0.13977600037860982
6,Rumer Willis,0.10390421173778445,0.9564940132336115,0.8525898014958271,0.14741019850417292
6,Nastia Liukin,0.0959048167144432,0.9559940510446527,0.8600892343302096,0.13991076566979044
6,Robert Herjavec,0.11251202048981905,0.9570320012806137,0.8445199807907947,0.1554800192092053
6,Noah Galloway,0.10646360515687339,0.9570975736771249,0.8506339685202515,0.14936603147974847
6,Patti LaBelle,0.0,0.0999375803189862,0.0999375803189862,0.9000624196810139
6,Chris Soules,0.10248645015552489,0.9568324300103683,0.8543459798548434,0.1456540201451566
7,Willow Shields,0.0,0.1143334044534971,0.1143334044534971,0.8856665955465028
7,Riker Lynch,0.1281230317250612,0.27100508551811336,0.14288205379305216,0.8571179462069478
7,Rumer Willis,0.1299323111960866,0.27271384946297067,0.14278153826688408,0.8572184617331159
7,Nastia Liukin,0.11343846877648452,0.2634384687764845,0.15000000000000002,0.85
